city,country,latitude,longitude,timestamp_utc,aqi,pm25,pm10,no2,o3
London,England,51.5074,-0.1278,2026-06-12 21:00:00+00:00,1.0,3.7,8.49,7.11,49.84
Madrid,Spain,40.4168,-3.7038,2026-06-12 21:00:00+00:00,2.0,1.34,3.26,0.53,86.58
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-12 21:00:00+00:00,1.0,3.93,6.56,0.4,42.35
Paris,France,48.8566,2.3522,2026-06-12 21:00:00+00:00,1.0,1.72,2.5,2.22,46.68
Toamasina,Madagascar,-18.1492,49.4023,2026-06-12 21:00:00+00:00,1.0,5.9,8.13,1.54,25.68
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-12 22:00:00+00:00,2.0,15.87,22.2,2.84,41.77
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-12 22:00:00+00:00,1.0,7.01,10.22,1.12,30.13
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-12 22:00:00+00:00,1.0,9.7,14.84,7.76,42.14
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-12 22:00:00+00:00,1.0,1.98,3.27,0.99,23.99
London,England,51.5074,-0.1278,2026-06-12 22:00:00+00:00,1.0,3.55,7.9,7.23,47.19
Madrid,Spain,40.4168,-3.7038,2026-06-12 22:00:00+00:00,2.0,1.32,3.28,0.58,85.37
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-12 22:00:00+00:00,1.0,3.91,6.56,0.39,40.82
Paris,France,48.8566,2.3522,2026-06-12 22:00:00+00:00,1.0,1.82,2.65,2.43,42.23
Toamasina,Madagascar,-18.1492,49.4023,2026-06-12 22:00:00+00:00,1.0,5.94,7.85,1.48,23.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-12 23:00:00+00:00,2.0,15.59,21.62,2.6,40.4
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-12 23:00:00+00:00,1.0,7.33,10.46,1.15,29.01
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-12 23:00:00+00:00,2.0,10.13,15.35,9.45,38.9
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-12 23:00:00+00:00,1.0,1.97,3.16,0.9,23.75
London,England,51.5074,-0.1278,2026-06-12 23:00:00+00:00,1.0,3.44,7.44,7.16,45.54
Madrid,Spain,40.4168,-3.7038,2026-06-12 23:00:00+00:00,2.0,1.33,3.31,0.61,84.6
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-12 23:00:00+00:00,1.0,3.89,6.57,0.39,38.6
Paris,France,48.8566,2.3522,2026-06-12 23:00:00+00:00,1.0,1.92,2.82,2.22,40.41
Toamasina,Madagascar,-18.1492,49.4023,2026-06-12 23:00:00+00:00,1.0,6.0,7.67,1.42,22.64
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 00:00:00+00:00,2.0,15.31,21.12,2.38,40.28
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 00:00:00+00:00,1.0,7.64,10.65,1.16,28.23
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 00:00:00+00:00,2.0,10.8,16.36,10.92,36.72
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 00:00:00+00:00,1.0,2.0,3.14,0.83,23.69
London,England,51.5074,-0.1278,2026-06-13 00:00:00+00:00,1.0,3.16,6.71,6.73,44.81
Madrid,Spain,40.4168,-3.7038,2026-06-13 00:00:00+00:00,2.0,1.35,3.36,0.59,83.68
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 00:00:00+00:00,1.0,3.87,6.64,0.39,36.77
Paris,France,48.8566,2.3522,2026-06-13 00:00:00+00:00,1.0,2.05,3.08,1.94,39.32
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 00:00:00+00:00,1.0,6.07,7.55,1.36,22.37
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 01:00:00+00:00,2.0,14.78,20.26,2.16,40.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 01:00:00+00:00,1.0,7.77,10.61,1.14,27.53
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 01:00:00+00:00,2.0,11.57,17.58,12.19,34.18
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 01:00:00+00:00,1.0,1.98,3.07,0.76,23.77
London,England,51.5074,-0.1278,2026-06-13 01:00:00+00:00,1.0,2.68,5.52,5.42,45.95
Madrid,Spain,40.4168,-3.7038,2026-06-13 01:00:00+00:00,2.0,1.36,3.38,0.58,80.14
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 01:00:00+00:00,1.0,3.85,6.69,0.4,35.24
Paris,France,48.8566,2.3522,2026-06-13 01:00:00+00:00,1.0,2.18,3.39,1.7,37.98
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 01:00:00+00:00,1.0,6.06,7.35,1.26,22.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 02:00:00+00:00,2.0,14.21,19.28,1.97,40.06
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 02:00:00+00:00,1.0,7.86,10.51,1.1,26.58
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 02:00:00+00:00,2.0,12.38,18.71,12.68,31.69
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 02:00:00+00:00,1.0,1.96,3.09,0.7,24.65
London,England,51.5074,-0.1278,2026-06-13 02:00:00+00:00,1.0,2.57,5.15,4.84,46.66
Madrid,Spain,40.4168,-3.7038,2026-06-13 02:00:00+00:00,2.0,1.4,3.43,0.59,77.44
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 02:00:00+00:00,1.0,3.84,6.75,0.41,34.18
Paris,France,48.8566,2.3522,2026-06-13 02:00:00+00:00,1.0,2.29,3.66,1.54,35.49
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 02:00:00+00:00,1.0,6.19,7.41,1.2,22.12
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 03:00:00+00:00,2.0,13.73,18.61,1.83,40.61
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 03:00:00+00:00,1.0,7.96,10.28,1.06,25.37
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 03:00:00+00:00,2.0,12.89,19.46,11.7,30.87
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 03:00:00+00:00,1.0,2.0,3.17,0.65,26.8
London,England,51.5074,-0.1278,2026-06-13 03:00:00+00:00,1.0,2.8,5.51,4.79,47.1
Madrid,Spain,40.4168,-3.7038,2026-06-13 03:00:00+00:00,2.0,1.42,3.47,0.6,75.67
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 03:00:00+00:00,1.0,3.82,6.81,0.42,33.44
Paris,France,48.8566,2.3522,2026-06-13 03:00:00+00:00,1.0,2.33,3.81,1.42,32.56
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 03:00:00+00:00,1.0,6.33,7.55,1.1,20.95
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 04:00:00+00:00,2.0,12.69,17.71,1.71,45.01
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 04:00:00+00:00,1.0,7.97,10.09,1.02,23.81
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 04:00:00+00:00,2.0,13.11,19.71,9.83,30.51
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 04:00:00+00:00,1.0,2.2,3.48,0.6,31.16
London,England,51.5074,-0.1278,2026-06-13 04:00:00+00:00,1.0,3.22,6.25,4.84,47.37
Madrid,Spain,40.4168,-3.7038,2026-06-13 04:00:00+00:00,2.0,1.42,3.42,0.61,73.21
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 04:00:00+00:00,1.0,3.79,6.88,0.43,32.29
Paris,France,48.8566,2.3522,2026-06-13 04:00:00+00:00,1.0,2.28,3.79,1.37,29.77
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 04:00:00+00:00,1.0,6.26,7.6,0.8,18.24
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 05:00:00+00:00,2.0,12.27,17.56,1.55,44.8
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 05:00:00+00:00,1.0,7.94,10.15,0.83,23.35
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 05:00:00+00:00,2.0,13.27,19.49,7.96,29.83
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 05:00:00+00:00,1.0,2.35,3.75,0.55,33.4
London,England,51.5074,-0.1278,2026-06-13 05:00:00+00:00,1.0,3.69,7.12,5.0,47.51
Madrid,Spain,40.4168,-3.7038,2026-06-13 05:00:00+00:00,2.0,1.42,3.39,0.7,70.99
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 05:00:00+00:00,1.0,3.77,7.02,0.36,31.08
Paris,France,48.8566,2.3522,2026-06-13 05:00:00+00:00,1.0,2.18,3.71,1.56,27.91
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 05:00:00+00:00,1.0,6.21,7.78,0.45,17.39
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 06:00:00+00:00,2.0,12.76,18.21,1.04,47.92
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 06:00:00+00:00,1.0,8.12,10.42,0.56,26.24
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 06:00:00+00:00,2.0,13.34,18.76,6.26,29.39
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 06:00:00+00:00,1.0,2.51,3.98,0.41,36.52
London,England,51.5074,-0.1278,2026-06-13 06:00:00+00:00,1.0,4.11,7.94,4.81,48.33
Madrid,Spain,40.4168,-3.7038,2026-06-13 06:00:00+00:00,2.0,1.43,3.35,0.91,68.93
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 06:00:00+00:00,1.0,3.79,7.25,0.26,31.54
Paris,France,48.8566,2.3522,2026-06-13 06:00:00+00:00,1.0,2.03,3.58,1.88,27.59
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 06:00:00+00:00,1.0,6.43,8.15,0.36,19.51
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 07:00:00+00:00,2.0,6.81,9.51,0.27,62.62
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 07:00:00+00:00,1.0,7.55,9.79,0.31,45.48
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 07:00:00+00:00,2.0,13.23,17.93,4.77,28.95
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 07:00:00+00:00,1.0,2.75,4.07,0.19,44.08
London,England,51.5074,-0.1278,2026-06-13 07:00:00+00:00,1.0,4.45,8.67,4.48,49.51
Madrid,Spain,40.4168,-3.7038,2026-06-13 07:00:00+00:00,2.0,1.39,3.24,0.94,69.31
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 07:00:00+00:00,1.0,4.4,8.57,0.22,51.5
Paris,France,48.8566,2.3522,2026-06-13 07:00:00+00:00,1.0,1.8,3.28,1.72,29.47
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 07:00:00+00:00,1.0,3.87,4.88,0.13,37.6
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 08:00:00+00:00,2.0,6.07,8.29,0.16,63.74
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 08:00:00+00:00,1.0,7.55,9.68,0.21,48.41
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 08:00:00+00:00,2.0,13.21,17.49,3.82,28.36
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 08:00:00+00:00,1.0,2.95,4.2,0.12,45.4
London,England,51.5074,-0.1278,2026-06-13 08:00:00+00:00,1.0,4.81,9.51,4.58,50.69
Madrid,Spain,40.4168,-3.7038,2026-06-13 08:00:00+00:00,2.0,1.36,3.13,0.86,69.51
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 08:00:00+00:00,1.0,4.24,8.44,0.14,51.66
Paris,France,48.8566,2.3522,2026-06-13 08:00:00+00:00,1.0,1.67,3.03,1.43,29.27
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 08:00:00+00:00,1.0,3.56,4.48,0.08,38.05
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 09:00:00+00:00,2.0,5.74,7.76,0.13,63.16
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 09:00:00+00:00,1.0,7.41,9.33,0.17,50.64
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 09:00:00+00:00,2.0,13.29,17.29,3.38,27.36
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 09:00:00+00:00,1.0,3.14,4.35,0.09,46.18
London,England,51.5074,-0.1278,2026-06-13 09:00:00+00:00,1.0,5.2,10.55,4.65,53.3
Madrid,Spain,40.4168,-3.7038,2026-06-13 09:00:00+00:00,2.0,1.34,3.03,0.67,72.36
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 09:00:00+00:00,1.0,4.15,8.47,0.11,51.16
Paris,France,48.8566,2.3522,2026-06-13 09:00:00+00:00,1.0,1.58,2.81,1.11,31.04
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 09:00:00+00:00,1.0,3.49,4.35,0.07,37.3
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 10:00:00+00:00,2.0,4.86,6.54,0.11,65.17
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 10:00:00+00:00,2.0,5.57,6.8,0.14,70.57
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 10:00:00+00:00,2.0,13.39,17.22,3.35,25.68
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 10:00:00+00:00,1.0,3.21,4.28,0.08,57.9
London,England,51.5074,-0.1278,2026-06-13 10:00:00+00:00,1.0,5.6,11.75,4.51,57.86
Madrid,Spain,40.4168,-3.7038,2026-06-13 10:00:00+00:00,2.0,1.21,2.79,0.37,84.3
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 10:00:00+00:00,1.0,3.89,7.67,0.08,54.07
Paris,France,48.8566,2.3522,2026-06-13 10:00:00+00:00,1.0,1.28,2.14,0.63,39.66
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 10:00:00+00:00,1.0,3.18,3.97,0.06,36.86
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 11:00:00+00:00,2.0,4.66,6.21,0.11,65.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 11:00:00+00:00,2.0,4.98,6.05,0.14,72.65
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 11:00:00+00:00,2.0,13.53,17.27,3.55,23.31
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 11:00:00+00:00,2.0,3.19,4.16,0.09,61.21
London,England,51.5074,-0.1278,2026-06-13 11:00:00+00:00,2.0,6.1,13.17,4.35,63.87
Madrid,Spain,40.4168,-3.7038,2026-06-13 11:00:00+00:00,2.0,1.14,2.58,0.27,86.08
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 11:00:00+00:00,1.0,3.55,6.71,0.07,54.86
Paris,France,48.8566,2.3522,2026-06-13 11:00:00+00:00,1.0,1.22,1.87,0.46,44.86
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 11:00:00+00:00,1.0,3.02,3.76,0.06,35.71
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 12:00:00+00:00,2.0,4.71,6.23,0.12,64.3
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 12:00:00+00:00,2.0,4.94,6.02,0.15,72.23
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 12:00:00+00:00,2.0,13.56,17.3,3.64,20.81
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 12:00:00+00:00,2.0,3.2,4.13,0.1,61.49
London,England,51.5074,-0.1278,2026-06-13 12:00:00+00:00,2.0,6.7,14.69,4.22,70.07
Madrid,Spain,40.4168,-3.7038,2026-06-13 12:00:00+00:00,2.0,1.11,2.45,0.24,85.87
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 12:00:00+00:00,1.0,3.39,6.32,0.08,55.03
Paris,France,48.8566,2.3522,2026-06-13 12:00:00+00:00,1.0,1.21,1.74,0.38,47.86
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 12:00:00+00:00,1.0,2.87,3.57,0.07,34.72
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 13:00:00+00:00,1.0,5.33,7.14,0.29,58.98
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 13:00:00+00:00,2.0,5.17,6.41,0.22,67.64
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 13:00:00+00:00,2.0,13.4,17.33,3.1,18.88
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 13:00:00+00:00,1.0,3.3,4.27,0.19,57.55
London,England,51.5074,-0.1278,2026-06-13 13:00:00+00:00,2.0,7.32,16.15,4.24,75.53
Madrid,Spain,40.4168,-3.7038,2026-06-13 13:00:00+00:00,2.0,1.29,3.46,0.2,87.08
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 13:00:00+00:00,1.0,3.43,6.33,0.11,49.03
Paris,France,48.8566,2.3522,2026-06-13 13:00:00+00:00,1.0,1.07,1.5,0.33,51.09
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 13:00:00+00:00,1.0,2.73,3.47,0.13,30.76
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 14:00:00+00:00,1.0,6.44,8.81,0.7,51.25
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 14:00:00+00:00,2.0,5.52,7.0,0.33,60.06
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 14:00:00+00:00,2.0,13.09,17.51,2.6,17.6
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 14:00:00+00:00,1.0,3.48,4.53,0.39,52.99
London,England,51.5074,-0.1278,2026-06-13 14:00:00+00:00,2.0,7.94,17.56,4.58,79.69
Madrid,Spain,40.4168,-3.7038,2026-06-13 14:00:00+00:00,2.0,1.92,6.21,0.18,87.23
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 14:00:00+00:00,1.0,3.55,6.48,0.15,40.84
Paris,France,48.8566,2.3522,2026-06-13 14:00:00+00:00,1.0,0.95,1.31,0.31,52.85
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 14:00:00+00:00,1.0,2.71,3.55,0.28,26.27
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 15:00:00+00:00,1.0,7.58,10.51,1.2,45.22
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 15:00:00+00:00,1.0,5.82,7.53,0.44,54.04
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 15:00:00+00:00,2.0,12.23,16.96,2.31,18.05
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 15:00:00+00:00,1.0,3.69,4.83,0.62,49.81
London,England,51.5074,-0.1278,2026-06-13 15:00:00+00:00,2.0,8.47,18.8,5.05,82.57
Madrid,Spain,40.4168,-3.7038,2026-06-13 15:00:00+00:00,2.0,2.32,7.75,0.19,87.58
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 15:00:00+00:00,1.0,3.67,6.66,0.21,36.19
Paris,France,48.8566,2.3522,2026-06-13 15:00:00+00:00,1.0,0.88,1.2,0.33,54.29
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 15:00:00+00:00,1.0,2.71,3.69,0.42,23.86
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 16:00:00+00:00,1.0,8.83,12.43,1.59,40.74
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 16:00:00+00:00,1.0,6.07,7.94,0.52,47.22
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 16:00:00+00:00,1.0,9.24,13.58,1.75,30.41
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 16:00:00+00:00,1.0,3.92,5.17,0.75,47.13
London,England,51.5074,-0.1278,2026-06-13 16:00:00+00:00,2.0,8.82,19.68,5.73,84.17
Madrid,Spain,40.4168,-3.7038,2026-06-13 16:00:00+00:00,2.0,2.56,8.55,0.25,88.33
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 16:00:00+00:00,1.0,3.75,6.84,0.25,33.54
Paris,France,48.8566,2.3522,2026-06-13 16:00:00+00:00,1.0,0.8,1.09,0.37,56.78
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 16:00:00+00:00,1.0,2.69,3.82,0.49,23.14
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 17:00:00+00:00,2.0,10.27,14.58,1.91,38.09
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 17:00:00+00:00,1.0,6.43,8.48,0.61,40.74
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 17:00:00+00:00,1.0,6.35,8.82,1.23,36.74
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 17:00:00+00:00,1.0,4.19,5.57,0.82,44.94
London,England,51.5074,-0.1278,2026-06-13 17:00:00+00:00,2.0,8.94,20.04,6.6,84.02
Madrid,Spain,40.4168,-3.7038,2026-06-13 17:00:00+00:00,2.0,2.65,8.75,0.32,87.55
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 17:00:00+00:00,1.0,3.89,7.13,0.29,32.08
Paris,France,48.8566,2.3522,2026-06-13 17:00:00+00:00,1.0,0.78,1.06,0.42,58.34
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 17:00:00+00:00,1.0,2.74,4.05,0.57,23.05
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 18:00:00+00:00,2.0,11.42,16.14,2.11,36.01
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 18:00:00+00:00,1.0,6.79,9.02,0.68,35.84
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 18:00:00+00:00,1.0,4.08,5.3,0.89,40.89
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 18:00:00+00:00,1.0,4.42,5.86,0.85,42.3
London,England,51.5074,-0.1278,2026-06-13 18:00:00+00:00,2.0,8.87,19.88,7.85,82.92
Madrid,Spain,40.4168,-3.7038,2026-06-13 18:00:00+00:00,2.0,2.71,8.87,0.38,87.2
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 18:00:00+00:00,1.0,4.01,7.34,0.32,31.4
Paris,France,48.8566,2.3522,2026-06-13 18:00:00+00:00,1.0,0.79,1.07,0.5,58.02
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 18:00:00+00:00,1.0,2.88,4.32,0.66,23.04
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 19:00:00+00:00,2.0,11.85,16.58,2.15,34.16
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 19:00:00+00:00,1.0,6.94,9.19,0.75,32.15
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 19:00:00+00:00,1.0,2.19,2.74,0.67,44.43
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 19:00:00+00:00,1.0,4.56,5.98,0.84,37.76
London,England,51.5074,-0.1278,2026-06-13 19:00:00+00:00,2.0,8.55,19.11,9.68,80.95
Madrid,Spain,40.4168,-3.7038,2026-06-13 19:00:00+00:00,2.0,2.8,8.91,0.51,85.03
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 19:00:00+00:00,1.0,4.07,7.41,0.34,31.28
Paris,France,48.8566,2.3522,2026-06-13 19:00:00+00:00,1.0,0.86,1.21,0.88,53.48
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 19:00:00+00:00,1.0,3.07,4.54,0.75,22.97
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 20:00:00+00:00,2.0,12.11,16.89,2.18,32.2
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 20:00:00+00:00,1.0,7.14,9.32,0.82,28.83
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 20:00:00+00:00,1.0,1.15,1.42,0.58,46.93
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 20:00:00+00:00,1.0,4.75,6.12,0.81,34.58
London,England,51.5074,-0.1278,2026-06-13 20:00:00+00:00,2.0,7.88,17.55,11.32,77.89
Madrid,Spain,40.4168,-3.7038,2026-06-13 20:00:00+00:00,2.0,2.93,8.87,0.66,81.53
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 20:00:00+00:00,1.0,4.15,7.48,0.36,31.26
Paris,France,48.8566,2.3522,2026-06-13 20:00:00+00:00,1.0,1.0,1.45,1.46,46.65
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 20:00:00+00:00,1.0,3.22,4.62,0.82,22.69
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 21:00:00+00:00,2.0,11.64,16.06,2.03,30.07
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 21:00:00+00:00,1.0,7.31,9.21,0.87,25.77
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 21:00:00+00:00,1.0,0.71,0.84,0.54,48.59
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 21:00:00+00:00,1.0,4.96,6.22,0.75,32.74
London,England,51.5074,-0.1278,2026-06-13 21:00:00+00:00,2.0,6.93,15.56,11.6,73.4
Madrid,Spain,40.4168,-3.7038,2026-06-13 21:00:00+00:00,2.0,3.05,8.7,0.75,78.59
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 21:00:00+00:00,1.0,4.23,7.5,0.37,31.87
Paris,France,48.8566,2.3522,2026-06-13 21:00:00+00:00,1.0,1.15,1.68,1.9,41.16
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 21:00:00+00:00,1.0,3.28,4.49,0.84,22.68
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 22:00:00+00:00,2.0,10.69,14.31,1.77,27.35
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 22:00:00+00:00,1.0,7.09,8.64,0.83,24.21
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 22:00:00+00:00,1.0,0.52,0.63,0.55,48.1
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 22:00:00+00:00,1.0,5.1,6.27,0.61,33.46
London,England,51.5074,-0.1278,2026-06-13 22:00:00+00:00,2.0,5.96,13.7,11.86,68.17
Madrid,Spain,40.4168,-3.7038,2026-06-13 22:00:00+00:00,2.0,3.14,8.52,0.8,75.43
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 22:00:00+00:00,1.0,4.24,7.59,0.35,36.93
Paris,France,48.8566,2.3522,2026-06-13 22:00:00+00:00,1.0,1.27,1.87,2.1,36.18
Toamasina,Madagascar,-18.1492,49.4023,2026-06-13 22:00:00+00:00,1.0,3.24,4.24,0.81,22.88
Antananarivo,Madagascar,-18.8792,47.5079,2026-06-13 23:00:00+00:00,1.0,9.75,12.85,1.56,25.29
Antsirabe,Madagascar,-19.8659,47.0333,2026-06-13 23:00:00+00:00,1.0,6.95,8.31,0.81,22.64
Buenos Aires,Argentina,-34.6037,-58.3816,2026-06-13 23:00:00+00:00,1.0,0.5,0.62,0.6,46.65
Fianarantsoa,Madagascar,-21.4527,47.0857,2026-06-13 23:00:00+00:00,1.0,5.17,6.25,0.52,33.46
London,England,51.5074,-0.1278,2026-06-13 23:00:00+00:00,2.0,5.13,12.18,12.1,62.18
Madrid,Spain,40.4168,-3.7038,2026-06-13 23:00:00+00:00,2.0,3.25,8.5,0.81,72.99
Mahajanga,Madagascar,-15.7167,46.3167,2026-06-13 23:00:00+00:00,1.0,4.3,7.59,0.35,37.22
